Date,Open,High,Low,Close,Adj Close,Volume
2003-03-21,890.0499877929688,907.0,890.0499877929688,902.2999877929688,837.0520629882812,277
2003-03-24,905.0,905.0,900.0,902.2999877929688,837.0520629882812,195
2003-03-25,890.0,900.0,890.0,894.4500122070312,829.7695922851562,79
2003-03-26,915.0,920.0,880.0,885.8499755859375,821.791748046875,802
2003-03-27,900.0,900.0,863.0,866.8499755859375,804.1653442382812,500
2003-03-28,896.0,896.9500122070312,865.0,872.2999877929688,809.221435546875,668
2003-03-31,860.0,872.0,856.0999755859375,856.75,794.7958984375,272
2003-04-01,856.5499877929688,882.0,856.5499877929688,873.7000122070312,810.5202026367188,325
2003-04-02,875.0999755859375,885.8499755859375,871.75,872.75,809.638916015625,67
2003-04-03,880.0,880.0,872.0499877929688,879.9500122070312,816.3182373046875,437
2003-04-04,880.0,900.0,875.0,890.0999755859375,825.7341918945312,677
2003-04-07,898.0,898.0,885.0,891.0499877929688,826.6156005859375,175
2003-04-08,905.0,905.0,894.0999755859375,895.0,830.2798461914062,125
2003-04-09,893.0,900.0,890.0999755859375,891.0,826.5694580078125,477
2003-04-10,899.9500122070312,903.9000244140625,880.0,896.2000122070312,831.3931884765625,1286
2003-04-11,882.0,915.0,881.0499877929688,902.1500244140625,836.9129028320312,893
2003-04-15,908.9000244140625,969.0,892.0,961.0,891.5072021484375,2536
2003-04-16,935.0,1057.0999755859375,935.0,1057.0999755859375,980.658447265625,4558
2003-04-17,1085.0,1089.949951171875,997.0,1005.8499755859375,933.1138305664062,4659
2003-04-18,1005.8499755859375,1005.8499755859375,1005.8499755859375,1005.8499755859375,933.1138305664062,0
2003-04-21,1005.0,1015.0,929.0499877929688,951.4000244140625,882.6016235351562,1656
2003-04-22,964.0,978.7999877929688,951.5,955.7999877929688,886.6832275390625,1420
2003-04-23,955.0499877929688,964.0,940.0,943.8499755859375,875.5975341796875,918
2003-04-24,950.0,961.0,942.0499877929688,957.5499877929688,888.306640625,492
2003-04-25,937.0,1053.3499755859375,937.0,1010.0,936.9639282226562,5426
2003-04-28,1000.0,1020.0,997.2000122070312,1000.5,928.1509399414062,972
2003-04-29,995.0,1001.9500122070312,979.0999755859375,985.4500122070312,914.1893310546875,539
2003-04-30,990.0,1039.9000244140625,990.0,1014.5499877929688,941.1849365234375,1044
2003-05-01,1014.5499877929688,1014.5499877929688,1014.5499877929688,1014.5499877929688,941.1849365234375,0
2003-05-02,1016.0,1116.0,1005.0,1106.75,1026.71728515625,5464
2003-05-05,1020.0,1150.0,1020.0,1112.8499755859375,1032.37646484375,4127
2003-05-06,1060.0999755859375,1105.0,1060.0999755859375,1083.6500244140625,1005.2884521484375,1264
2003-05-07,1140.0,1140.0,1041.0,1053.0999755859375,976.9474487304688,1261
2003-05-08,1088.0,1088.0,1039.0,1048.0,972.2160034179688,530
2003-05-09,1047.0,1152.800048828125,1046.0,1120.6500244140625,1039.6124267578125,2799
2003-05-12,1110.0,1180.0,1110.0,1163.5,1079.363525390625,2713
2003-05-13,1180.0,1200.0,1164.0,1172.25,1087.4813232421875,1977
2003-05-14,1180.0,1240.0,1150.0,1198.199951171875,1111.5545654296875,2645
2003-05-15,1195.0,1215.0,1175.0,1188.699951171875,1102.7418212890625,1282
2003-05-16,1204.0,1204.0,1180.0,1190.5999755859375,1104.50390625,695
2003-05-19,1197.0,1200.0,1190.0,1198.5,1111.8331298828125,1220
2003-05-20,1187.0,1205.0,1181.0,1199.699951171875,1112.9464111328125,2124
2003-05-21,1200.0,1225.0,1191.0,1206.75,1119.486328125,2104
2003-05-22,1183.050048828125,1220.0,1180.0,1191.800048828125,1105.6171875,3793
2003-05-23,1200.0,1275.0,1196.0,1263.550048828125,1172.1788330078125,3915
2003-05-26,1250.0,1348.0,1250.0,1300.800048828125,1206.735595703125,5601
2003-05-27,1338.0,1338.0,1280.0,1285.449951171875,1192.495361328125,1886
2003-05-28,1304.0,1304.0,1242.0,1281.050048828125,1188.4130859375,3575
2003-05-29,1281.0,1301.0,1262.0,1293.199951171875,1199.6844482421875,1972
2003-05-30,1275.0,1315.0,1272.199951171875,1299.5,1205.529052734375,985
2003-06-02,1300.0,1320.0,1277.0,1292.5,1199.0350341796875,3165
2003-06-03,1325.0,1325.0,1257.5,1275.300048828125,1183.079833984375,854
2003-06-04,1260.050048828125,1280.0,1233.0,1244.5999755859375,1154.599365234375,994
2003-06-05,1230.0,1275.0,1190.0,1203.300048828125,1116.2857666015625,3844
2003-06-06,1160.3499755859375,1205.0,1150.0,1169.449951171875,1084.8836669921875,2236
2003-06-09,1190.0,1190.0,1151.0,1168.0,1083.5389404296875,1226
2003-06-10,1174.0,1219.800048828125,1160.0,1179.75,1094.438720703125,5050
2003-06-11,1185.0,1208.050048828125,1176.0999755859375,1177.949951171875,1092.768798828125,4227
2003-06-12,1186.050048828125,1210.0,1186.050048828125,1190.5,1104.411376953125,1740
2003-06-13,1151.0,1208.0,1151.0,1174.949951171875,1089.9859619140625,1143
2003-06-16,1160.0,1190.0,1154.0,1157.550048828125,1073.843994140625,513
2003-06-17,1168.0,1200.0,1166.25,1199.699951171875,1112.9464111328125,5152
2003-06-18,1195.0,1219.0,1195.0,1205.0999755859375,1117.95556640625,3469
2003-06-19,1210.050048828125,1234.0,1207.0999755859375,1215.050048828125,1127.186279296875,1673
2003-06-20,1220.0,1220.0,1175.0,1195.75,1109.28173828125,1880
2003-06-23,1217.949951171875,1219.9000244140625,1191.0,1199.75,1112.99267578125,1323
2003-06-24,1200.0,1200.0,1180.0999755859375,1182.5,1096.9898681640625,290
2003-06-25,1190.550048828125,1210.0,1190.0,1204.0,1116.935302734375,1716
2003-06-26,1210.0,1319.0,1203.3499755859375,1247.25,1157.0577392578125,4862
2003-06-27,1296.8499755859375,1296.8499755859375,1215.0,1230.300048828125,1141.33349609375,3779
2003-06-30,1237.0,1259.4000244140625,1221.0999755859375,1234.199951171875,1144.951416015625,3523
2003-07-01,1247.5,1268.0,1240.0,1255.5,1164.7110595703125,3139
2003-07-02,1250.0,1381.050048828125,1250.0,1349.3499755859375,1251.7742919921875,9126
2003-07-03,1387.0,1475.0,1360.0,1427.8499755859375,1324.5980224609375,5716
2003-07-04,1425.0,1449.449951171875,1389.0,1404.3499755859375,1302.7969970703125,2113
2003-07-07,1454.0,1475.0,1435.0,1447.9000244140625,1343.1982421875,4120
2003-07-08,1455.0999755859375,1489.0,1450.0,1450.699951171875,1345.7957763671875,6870
2003-07-09,1455.0,1464.949951171875,1400.0,1415.800048828125,1313.419189453125,2363
2003-07-10,1415.0,1430.0,1375.0,1381.199951171875,1281.321044921875,1206
2003-07-11,1376.0,1422.949951171875,1375.0,1405.0999755859375,1303.4932861328125,5673
2003-07-14,1419.0,1430.0,1400.0,1407.5999755859375,1305.8121337890625,4364
2003-07-15,1390.0,1420.0,1390.0,1405.4000244140625,1303.7713623046875,826
2003-07-16,1449.0,1459.0,1405.0,1447.699951171875,1343.0128173828125,2291
2003-07-17,1436.0,1450.0,1396.300048828125,1417.949951171875,1315.4140625,4283
2003-07-18,1400.0,1420.0,1396.0,1403.800048828125,1302.2872314453125,895
2003-07-21,1391.0,1440.0,1365.0,1383.300048828125,1283.2696533203125,3014
2003-07-22,1400.0,1414.0,1377.0,1401.800048828125,1300.4320068359375,2089
2003-07-23,1414.0,1426.0,1395.0,1396.550048828125,1295.5618896484375,1953
2003-07-24,1395.0,1410.0,1390.0,1405.25,1303.632080078125,574
2003-07-25,1410.0,1435.0,1410.0,1428.949951171875,1325.6182861328125,2149
2003-07-28,1449.0,1510.0,1421.0,1497.199951171875,1388.9327392578125,9331
2003-07-29,1512.0,1515.0,1349.0,1369.800048828125,1270.745849609375,10367
2003-07-30,1330.0,1376.0,1315.0,1358.199951171875,1259.984619140625,4527
2003-07-31,1351.0,1367.949951171875,1322.0,1334.5,1237.998779296875,2327
2003-08-01,1355.0,1356.0,1300.0,1346.550048828125,1249.1766357421875,3070
2003-08-04,1360.0,1481.050048828125,1340.0,1441.1500244140625,1336.93603515625,8339
2003-08-05,1480.0,1530.0,1430.25,1441.75,1337.4927978515625,4944
2003-08-06,1440.0,1469.0,1370.0,1398.050048828125,1299.6571044921875,1466
2003-08-07,1445.0,1445.0,1398.0,1403.0999755859375,1304.3516845703125,2382
2003-08-08,1440.0,1500.0,1440.0,1455.449951171875,1353.0177001953125,2279
2003-08-11,1400.0,1499.0,1400.0,1489.800048828125,1384.949951171875,6122
2003-08-12,1475.0,1519.0,1472.0,1503.550048828125,1397.732177734375,7715
2003-08-13,1580.0,1580.0,1460.0,1528.1500244140625,1420.6007080078125,4476
2003-08-14,1575.0,1575.0,1505.0,1512.300048828125,1405.8663330078125,2750
2003-08-15,1512.300048828125,1512.300048828125,1512.300048828125,1512.300048828125,1405.8663330078125,0
2003-08-18,1505.0,1539.949951171875,1505.0,1510.050048828125,1403.7745361328125,1665
2003-08-19,1510.0,1517.0,1475.0,1495.25,1390.0162353515625,1842
2003-08-20,1490.0,1520.0,1482.050048828125,1499.4000244140625,1393.8746337890625,687
2003-08-21,1491.0,1518.949951171875,1460.0,1473.550048828125,1369.8433837890625,2053
2003-08-22,1480.0,1514.9000244140625,1460.0,1495.0,1389.7841796875,6026
2003-08-25,1500.0,1518.0,1395.0,1433.75,1332.844482421875,1742
2003-08-26,1450.050048828125,1500.0,1450.050048828125,1481.5,1377.2342529296875,498
2003-08-27,1520.0,1520.0,1351.0,1418.5,1318.66796875,4990
2003-08-28,1433.0,1464.5,1426.0,1429.5999755859375,1328.9869384765625,1989
2003-08-29,1450.0,1450.0,1425.0,1431.800048828125,1331.031982421875,452
2003-09-01,1401.050048828125,1439.949951171875,1401.050048828125,1426.0,1325.6402587890625,1309
2003-09-02,1410.0,1474.0,1401.0,1433.4000244140625,1332.5198974609375,2395
2003-09-03,1440.0,1475.0,1440.0,1464.199951171875,1361.1512451171875,2236
2003-09-04,1467.6500244140625,1467.699951171875,1421.0,1425.5,1325.17529296875,875
2003-09-05,1420.0,1470.0,1411.25,1456.300048828125,1353.8076171875,2630
2003-09-08,1500.0,1599.0,1498.0,1588.6500244140625,1476.8428955078125,10688
2003-09-09,1556.0,1625.0,1556.0,1568.0999755859375,1457.739013671875,4161
2003-09-10,1550.0,1584.0,1511.050048828125,1540.5,1432.0819091796875,839
2003-09-11,1526.0,1599.0,1525.25,1592.1500244140625,1480.0970458984375,1372
2003-09-12,1550.0,1597.5,1550.0,1550.300048828125,1441.1922607421875,964
2003-09-15,1526.0,1534.9000244140625,1485.0,1499.199951171875,1393.6881103515625,690
2003-09-16,1490.0,1522.0,1490.0,1516.0999755859375,1409.3985595703125,1305
2003-09-17,1549.8499755859375,1559.0,1505.0,1516.3499755859375,1409.6312255859375,1143
2003-09-18,1500.0,1505.0,1435.0,1443.25,1341.676025390625,3031
2003-09-19,1432.0,1465.0,1422.0,1427.4000244140625,1326.9415283203125,2013
2003-09-22,1479.8499755859375,1497.0,1445.0,1446.800048828125,1344.975830078125,906
2003-09-23,1441.0,1450.0,1422.0,1429.4000244140625,1328.8011474609375,362
2003-09-24,1375.0,1468.0,1375.0,1452.8499755859375,1350.6002197265625,1378
2003-09-25,1460.0,1477.949951171875,1426.0,1458.300048828125,1355.6666259765625,489
2003-09-26,1465.0,1480.0,1455.0,1472.800048828125,1369.146484375,704
2003-09-29,1470.0,1470.0,1450.5,1463.300048828125,1360.31494140625,314
2003-09-30,1460.0,1500.0,1452.050048828125,1484.5999755859375,1380.115966796875,867
2003-10-01,1524.0,1524.0,1450.0,1459.6500244140625,1356.9219970703125,304
2003-10-02,1459.6500244140625,1459.6500244140625,1459.6500244140625,1459.6500244140625,1356.9219970703125,0
2003-10-03,1451.0,1645.0,1451.0,1601.199951171875,1488.5101318359375,10082
2003-10-06,1617.949951171875,1794.800048828125,1617.949951171875,1732.449951171875,1610.5223388671875,8714
2003-10-07,1650.0,1799.0,1650.0,1740.550048828125,1618.05224609375,1746
2003-10-08,1760.0,1804.0,1726.050048828125,1752.3499755859375,1629.0223388671875,2624
2003-10-09,1825.0,1825.0,1749.949951171875,1751.4000244140625,1628.138916015625,1852
2003-10-10,1651.1500244140625,1830.0,1651.1500244140625,1785.800048828125,1660.1180419921875,1874
2003-10-13,1675.0,1880.0,1675.0,1828.050048828125,1699.3941650390625,3377
2003-10-14,1776.0,1900.0,1740.0,1753.300048828125,1629.9051513671875,2146
2003-10-15,1760.0,1775.0,1630.0,1651.4000244140625,1535.1767578125,3559
2003-10-16,1661.0,1729.0,1652.0,1687.9000244140625,1569.10791015625,1874
2003-10-17,1688.050048828125,1790.0,1672.5,1695.300048828125,1575.9871826171875,4350
2003-10-20,1770.0,1770.0,1655.050048828125,1675.8499755859375,1557.90576171875,1482
2003-10-21,1675.0,1693.9000244140625,1635.0,1645.3499755859375,1529.552734375,1042
2003-10-22,1642.550048828125,1680.0,1587.0,1602.8499755859375,1490.0435791015625,980
2003-10-23,1600.0,1600.0,1561.1500244140625,1570.300048828125,1459.784423828125,949
2003-10-24,1590.0,1630.0,1542.0,1623.8499755859375,1509.565673828125,868
